coord.x,coord.y,coord.z,z.value
51,28,24,0.2234564003417585
52,28,24,-0.9530784799884464
71,28,24,0.512850294031941
72,28,24,1.053869283464044
73,28,24,1.5503872121650477
74,28,24,0.9557659826717629
75,28,24,1.0116042558352711
76,28,24,0.8642065678820202
77,28,24,0.046558251295746964
78,28,24,-0.16233062179453628
79,28,24,-0.4234256878128297
13,29,24,0.8121845755834832
14,29,24,-0.029755600273095685
15,29,24,-0.8477740247927721
16,29,24,-1.4678792963214096
17,29,24,-1.324709078528432
43,29,24,0.6164471997633109
44,29,24,0.8039965318294078
45,29,24,2.72583008697595
46,29,24,0.9495185463579238
47,29,24,0.16450933449044725
48,29,24,-0.9797876422172874
49,29,24,-1.3369770563116947
50,29,24,-2.137481948499493
51,29,24,0.5643058774821511
52,29,24,0.982379223444956
53,29,24,0.6643700515463236
54,29,24,-3.698435824499002e-4
68,29,24,0.701824096871034
69,29,24,-0.4832691440446252
70,29,24,-0.3657771324486224
71,29,24,-0.1563809576662509
72,29,24,0.49376881280680934
73,29,24,0.7687828190431709
74,29,24,0.029680847809464086
75,29,24,-0.9505275539527501
76,29,24,0.03465580549889631
77,29,24,0.2380768607986487
78,29,24,0.16661180627370578
79,29,24,-0.9245038512934158
80,29,24,0.04188828897349511
15,30,24,-2.393474830363464
16,30,24,-1.7801368057959381
44,30,24,0.8946213685370396
45,30,24,2.8968836041735875
46,30,24,1.0314985199172695
47,30,24,-1.0625008339606683
48,30,24,0.2013411805999057
49,30,24,-0.1346185387987656
50,30,24,-1.560523184503164
51,30,24,0.3355483801220722
52,30,24,0.6604620816633778
53,30,24,-0.6472266109620485
54,30,24,-0.8958286123170256
55,30,24,0.1142351844649735
68,30,24,-1.9165468621435802
69,30,24,-0.7637249812918101
70,30,24,-0.49486959448589424
71,30,24,-0.1922906214091158
72,30,24,-0.30994355484680974
73,30,24,-0.21255905808471112
74,30,24,-0.2991414241728485
75,30,24,0.08888501982387226
76,30,24,0.6614863878619034
77,30,24,0.6468132084515555
78,30,24,-0.05558230250658019
79,30,24,-0.126241001395678
80,30,24,-0.04014665990113476
81,30,24,0.8175097658520245
45,31,24,2.686179053490949
46,31,24,2.403753038330953
47,31,24,-0.7179092149406364
48,31,24,0.4720041361154913
49,31,24,0.44504719088244066
50,31,24,-0.3735607083154262
51,31,24,-0.6131294192814335
52,31,24,-2.137481948499493
53,31,24,0.020360670919390755
54,31,24,-0.7755796715997103
55,31,24,-0.8372199525717127
71,31,24,-0.4073268000296304
72,31,24,0.055856740226941634
73,31,24,-0.89636807429107
74,31,24,-1.2837342526994149
75,31,24,0.22453057014617742
76,31,24,0.7129981024443492
77,31,24,-0.49720201752958326
78,31,24,-0.5913890964079039
79,31,24,-1.1673254633280068
80,31,24,-0.36348586220367074
81,31,24,1.3671184464774202
46,32,24,0.6556122852392364
47,32,24,0.854467924820746
48,32,24,-0.5728991595422593
49,32,24,-0.11065911079521107
50,32,24,1.3974056172718332
51,32,24,0.29416758859305997
52,32,24,0.12644461865694773
53,32,24,-0.5512208239902707
54,32,24,-0.2624645941263447
55,32,24,0.44378820357954696
56,32,24,0.3875873115990992
71,32,24,-0.16861147702070883
72,32,24,-0.9350641481089923
73,32,24,-2.252719299032538
74,32,24,0.009347948147837737
75,32,24,0.5448710902429438
76,32,24,-0.36471914823144314
77,32,24,-2.043287326683547
80,32,24,-1.424429981817518
81,32,24,-0.12713633822514978
82,32,24,2.1561747484896547
47,33,24,0.4527911660946277
48,33,24,1.5721349138885308
49,33,24,0.29084522999211243
50,33,24,0.19442962851791049
51,33,24,1.5700355103260664
52,33,24,0.6575723740583567
53,33,24,-1.6760173117338293
54,33,24,-0.7056889697971398
55,33,24,1.2800872140889965
56,33,24,2.240267126307013
71,33,24,-0.5207577110557395
72,33,24,-2.403168153839572
73,33,24,-0.010149038036911636
74,33,24,0.4469339888542502
82,33,24,-0.28109896616373964
47,34,24,0.35144759139938636
48,34,24,0.8445960470497318
49,34,24,1.056838746159004
50,34,24,1.4170251740555253
51,34,24,-0.14213868155790962
52,34,24,3.60772620554021
53,34,24,3.4348038148868945
54,34,24,1.068825134901041
55,34,24,1.6552025908145718
56,34,24,0.3693929238076316
57,34,24,1.3942917596338609
71,34,24,-2.3807746503795486
72,34,24,-0.36612997504523837
48,35,24,0.6943378492428662
49,35,24,0.3817249752334519
50,35,24,2.2655876282847256
51,35,24,1.020530396078728
52,35,24,-0.30419456268574396
53,35,24,1.0398778957670984
54,35,24,2.3586996782748573
55,35,24,1.8778804534808509
49,36,24,0.1432082174961504
50,36,24,0.8574114059851868
48,45,24,1.7217120664857384
49,45,24,2.289277518567293
50,45,24,3.166339365895413
51,45,24,0.4374797432990185
52,45,24,0.4958084474937713
70,45,24,-0.9973694197250432
48,46,24,1.7924353346119744
49,46,24,2.2970067661095737
50,46,24,1.3192069559984352
51,46,24,0.661020863764105
52,46,24,2.7805549092077233
53,46,24,2.2825507472090445
54,46,24,-0.8633948570006824
55,46,24,0.8107218858121525
71,46,24,-1.5547680080066641
72,46,24,-1.4938061443960176
47,47,24,1.429838361338779
48,47,24,0.6251062932588675
49,47,24,-0.14048097038846954
50,47,24,-0.1716850932619534
51,47,24,-0.4479411666515091
52,47,24,0.1940650561631079
53,47,24,-2.4903148046521526
54,47,24,0.029546169482229007
55,47,24,0.5986209696368859
72,47,24,-1.1034413101592506
73,47,24,-1.172890056230799
82,47,24,-0.27183361499813175
47,48,24,1.6287436231238535
48,48,24,0.17806581951193703
49,48,24,-0.24229335487936876
50,48,24,-1.4783528841112112
51,48,24,-0.4267424547509992
52,48,24,-0.7729081127633607
53,48,24,-0.5026605198560525
54,48,24,-0.05344883097677422
55,48,24,0.3940778890022065
72,48,24,-1.2451534797680106
73,48,24,-1.3977258572560023
74,48,24,-0.386931051369959
75,48,24,-1.2291728272228473
76,48,24,-0.02221714036334508
77,48,24,0.6800130104586484
78,48,24,1.410655053813424
79,48,24,0.8671354874869706
80,48,24,0.25678812176011934
81,48,24,-0.0341000317195954
82,48,24,0.3236669007110262
45,49,24,1.499391591117334
46,49,24,0.71000667542620155
47,49,24,0.11627654851175726
48,49,24,-0.5050068571912438
49,49,24,-0.8361954117987568
50,49,24,-1.1802398484618926
51,49,24,-1.7078308900677253
52,49,24,-0.7091350868814008
53,49,24,-0.24958064874493865
54,49,24,-0.5624232722409211
55,49,24,-0.2284688067693774
56,49,24,-1.7242054901282196
72,49,24,-1.472625088372822
73,49,24,-0.8295578238303222
74,49,24,-1.2109058811545865
75,49,24,0.1098886347007761
76,49,24,0.7895182712089933
77,49,24,1.636392736280277
78,49,24,1.4942464829986357
79,49,24,1.237452884484605
80,49,24,0.23107986157512445
81,49,24,1.2217616595545837
45,50,24,1.4367904502015103
46,50,24,0.6583185333609065
47,50,24,-0.06744196684877547
48,50,24,-0.6988258318766851
49,50,24,-1.606318733344963
50,50,24,-1.067532792624523
51,50,24,-0.2565789780779878
52,50,24,-0.16049739142232683
53,50,24,-0.42508304935956975
54,50,24,0.4022646760627536
55,50,24,-1.4012425970753886
56,50,24,-0.5389092170825778
69,50,24,0.7053742329411186
70,50,24,0.8445114569405504
71,50,24,-0.4581012211521197
72,50,24,-1.1215337817417685
73,50,24,0.10488831268608578
74,50,24,0.13881359756925768
75,50,24,-1.2466531639445875
76,50,24,0.23060442028573008
77,50,24,1.2414970276719148
78,50,24,1.1423146172274796
79,50,24,0.6327799037874285
80,50,24,-0.3094353404875902
13,51,24,0.5039438199259988
14,51,24,0.47499712803698224
45,51,24,0.4040906783580622
46,51,24,0.6921411151947943
47,51,24,0.45393940528933635
48,51,24,-1.5495684227358504
49,51,24,-1.191542442731914
50,51,24,-1.1774336862071153
51,51,24,0.3065970680553304
52,51,24,1.0419482224630232
53,51,24,0.5940890288825161
54,51,24,1.3127472047882291
55,51,24,-0.7809408936507486
68,51,24,0.8378172375121038
69,51,24,0.8100331792212105
70,51,24,0.987187614590575
71,51,24,0.16549907116115853
72,51,24,0.21027099394852689
73,51,24,-0.013607213989568172
74,51,24,-0.46738815895706076
75,51,24,0.31735632857238827
76,51,24,0.5569313263780317
77,51,24,0.865127556123577
78,51,24,1.312679814223647
79,51,24,-1.1494460875216785
80,51,24,0.8346740589284121
14,52,24,0.5945716820882658
15,52,24,1.219440194440514
16,52,24,0.7404250718953492
43,52,24,1.4769268592555729
44,52,24,0.01642679948787094
45,52,24,0.43610992688738237
46,52,24,-0.8397852683033553
47,52,24,-1.6736194164113327
48,52,24,-0.323906803711696
49,52,24,0.2391416158558079
50,52,24,0.5437797410803579
51,52,24,2.0636395564966055
52,52,24,-0.5993663650524209
53,52,24,-1.1202073570477395
54,52,24,-0.120583013059471
68,52,24,-0.5733117318947251
69,52,24,-0.25348245818517023
70,52,24,0.972014111679148
71,52,24,1.7338721722626158
72,52,24,1.3433276630803392
73,52,24,1.6094790006801258
74,52,24,1.7243512040213076
75,52,24,2.426829003757477
76,52,24,1.4646347161954534
77,52,24,0.26216258330053643
78,52,24,-1.525531020742524
79,52,24,-1.2583531732125555
15,53,24,0.3068242824706288
16,53,24,0.785685497447497
17,53,24,1.4344330110177281
18,53,24,1.2819336847799008
19,53,24,1.1283965811006795
43,53,24,2.207759343779865
44,53,24,1.632658947537517
45,53,24,0.35067272779705344
46,53,24,-0.05202817633546281
47,53,24,-0.3950166116934438
48,53,24,0.0857689529251997
49,53,24,-1.1275236694411486
50,53,24,-0.6753272830917948
51,53,24,-0.5328970880829998
52,53,24,-0.03564457066172429
70,53,24,1.4888407081951398
71,53,24,1.6411096328260633
72,53,24,1.4268339260044667
73,53,24,1.7349338725064651
74,53,24,2.4572086792794345
75,53,24,2.2685498421174657
76,53,24,1.804777756772161
77,53,24,-0.18404450855818155
78,53,24,-1.3816300803193564
79,53,24,0.1732723088224435
15,54,24,-1.5737449686816984
16,54,24,2.1378575081941045
17,54,24,2.7045825937630488
18,54,24,2.642201108244506
19,54,24,2.278666908882623
20,54,24,1.948710696842028
21,54,24,1.2643622847342257
22,54,24,0.282568240239448
43,54,24,1.6597080443892054
44,54,24,1.3455193171619848
45,54,24,0.8666336969899385
46,54,24,0.1269513379311373
47,54,24,0.15196181234227893
48,54,24,-0.780696675260711
72,54,24,2.6251518551059005
73,54,24,1.7517449154510396
77,54,24,-1.8453904204056035
78,54,24,-0.5277090446637208
79,54,24,0.5502191147004872
16,55,24,2.326550445521574
17,55,24,3.6711615208368804
18,55,24,3.950404408586927
19,55,24,3.441893971028881
20,55,24,3.119486498968553
21,55,24,2.0294545568489135
22,55,24,0.27262825135332713
23,55,24,0.2667057239254205
24,55,24,1.2549686104726887
25,55,24,0.4545654034622457
43,55,24,1.8279824954883925
44,55,24,1.5399515346461201
45,55,24,1.2044656891166001
46,55,24,0.5811063769496915
73,55,24,1.5058836026572726
77,55,24,-0.9417854874228929
78,55,24,-1.5721477911234267
79,55,24,0.6734570191122836
17,56,24,3.41514677449048
18,56,24,3.4980614519595097
19,56,24,3.179017261127905
20,56,24,2.1761736905536115
21,56,24,-1.0309665261744643
22,56,24,1.2077238684783476
23,56,24,1.2410790233283615
24,56,24,-0.052170182160696715
25,56,24,-1.0776686707257463
26,56,24,-0.27596243993022723
27,56,24,-0.03227667359276108
44,56,24,1.3907833926608681
45,56,24,1.1567932629425974
46,56,24,0.15221122147371038
73,56,24,1.0238579648615873
78,56,24,-0.19197859836629713
79,56,24,1.1459618987215896
19,57,24,1.0546310940094834
20,57,24,1.8103568614850432
21,57,24,1.2998373612517469
22,57,24,1.0645089876624312
23,57,24,1.5296507211737638
24,57,24,0.5262280211013314
25,57,24,-0.5409194845028805
26,57,24,-0.708445082559542
27,57,24,-1.2466531639445875
28,57,24,-0.294776695076052
29,57,24,-0.5901341015450055
30,57,24,-0.9564888461516668
43,57,24,1.4592197628829486
44,57,24,1.611954876418636
45,57,24,0.8331431114329827
46,57,24,-0.38263828791886306
78,57,24,0.8512671303293635
79,57,24,0.933005428233066
20,58,24,-0.48500270935324213
24,58,24,0.5068837941569998
25,58,24,-0.007801898269086253
26,58,24,-0.5055940992705772
27,58,24,-1.294309544982007
28,58,24,-1.052818409493238
29,58,24,-0.9217412575286825
30,58,24,0.28981282343891207
31,58,24,0.4385327233956512
32,58,24,-1.235831287462244
42,58,24,0.8057232089175197
43,58,24,1.4215823591552235
44,58,24,0.910145938817436
45,58,24,0.44053165273317746
78,58,24,0.2506917747993581
27,59,24,-0.32767695070252745
28,59,24,-1.1968841236048058
29,59,24,-0.8891068507922086
30,59,24,-0.7503194643139373
31,59,24,-1.2373169922197667
32,59,24,-0.8477740247927721
33,59,24,-0.7531794548772894
34,59,24,-0.19572729878613487
39,59,24,-0.7944511268274534
40,59,24,0.08134403995651827
41,59,24,-0.24666127244940067
42,59,24,-0.13611951673094885
43,59,24,-0.004769709441571537
44,59,24,-0.6201747524695144
45,59,24,-0.6313573346033747
74,59,24,2.0875348100294353
30,60,24,-0.5071613680378892
31,60,24,-0.8128763870568713
32,60,24,-2.572258615170854
33,60,24,-1.2990466829147118
34,60,24,-0.4944812597975912
35,60,24,-0.6376374306803055
36,60,24,-1.6826470066955341
37,60,24,-2.640202002501069
38,60,24,-1.3519087022271425
39,60,24,0.5527884782895509
40,60,24,1.7842986692148932
41,60,24,1.3605358502675635
42,60,24,1.0268712993300833
43,60,24,0.2595943413560994
44,60,24,-0.43822995577673973
75,60,24,-1.1528603906870345
32,61,24,-0.6461332068932059
33,61,24,-0.8874995188602807
34,61,24,-0.8623468525754361
35,61,24,-0.27381394917095764
36,61,24,-1.2101820604166955
37,61,24,-1.9370736375169015
38,61,24,-0.44475858065827595
39,61,24,0.34690412487552114
40,61,24,1.1327284416747725
32,62,24,-1.0998599874534976
33,62,24,-0.22096935503558235
34,62,24,-0.3116389369831576
35,62,24,-0.05843159462016255
36,62,24,-0.6595389257155184
37,62,24,-0.9264417154769793
38,62,24,-0.20262513258483045
32,63,24,-2.316480796526687
33,63,24,-0.1826488451361996
34,63,24,0.17794308452944235
35,63,24,-0.3189526024842171
36,63,24,-0.6699677569550223
32,64,24,-1.1576595023125615
33,64,24,0.3656651132740473
34,64,24,0.3264765953161261
35,64,24,-1.3093902558968444
33,65,24,0.2550318409736963
34,65,24,0.20061501525618602
35,65,24,-0.43637046705550586
33,66,24,-0.711437932088057
34,66,24,-0.31792978886876816
33,17,25,-0.45225913184992733
34,17,25,-0.1568377710639915
30,18,25,0.33163438051104355
31,18,25,-0.10124071001826346
32,18,25,-0.07405496838639553
33,18,25,0.022256230766125446
34,18,25,1.1561406059207509
35,18,25,0.23357369737619246
36,18,25,-0.10947856326871785
29,19,25,0.1100166428786285
30,19,25,-0.7860811459779793
31,19,25,-0.8534771261318072
32,19,25,0.22691512426898813
33,19,25,0.8786414770427615
34,19,25,1.0057616658171087
35,19,25,0.5714552164079137
36,19,25,0.10193205849650226
37,19,25,-0.5512208239902707
38,19,25,-0.15546775576762972
29,20,25,0.3810723795929638
30,20,25,-0.16493161908707002
31,20,25,-1.3876880325280978
32,20,25,-0.7956870276502261
33,20,25,-0.6540272619919222
34,20,25,-0.7095953072482332
35,20,25,-1.71032909867794
36,20,25,-0.8093682852262066
37,20,25,1.0417949367809938
38,20,25,1.3740744467656199
39,20,25,0.4577962033667733
40,20,25,-0.5930643554606688
41,20,25,0.6157794320164094
42,20,25,0.039213483112418984
43,20,25,-0.6272598168936386
28,21,25,-1.3611498597872673
29,21,25,-1.3341005004491833
30,21,25,-1.546463296812914
31,21,25,-3.183182793706657
32,21,25,-1.6587850876366261
33,21,25,-1.4617464381803689
34,21,25,0.14871599707133484
35,21,25,0.955845951773485
36,21,25,1.9292297183622849
37,21,25,1.3105896654592943
38,21,25,0.23724824657426113
39,21,25,-0.5001233885530348
40,21,25,0.3376693785416596
41,21,25,-0.3482493785484693
42,21,25,-1.2347184582970152
43,21,25,-1.5454306723419269
75,21,25,-0.23938879752932235
26,22,25,-0.32544790266922474
27,22,25,-1.1858754531703566
28,22,25,-1.3902962758419177
29,22,25,-1.7197649841715676
30,22,25,-0.7491298132178094
31,22,25,-1.149105277958456
32,22,25,-1.4449744079068927
37,22,25,0.16512799041798468
38,22,25,-0.5595624582397501
39,22,25,0.09561564149689337
40,22,25,-0.5878364934875462
41,22,25,-1.284903656544294
42,22,25,-0.9471353890118582
43,22,25,-0.3776470610206578
75,22,25,-0.2347215790952494
76,22,25,-0.5075534788544769
19,23,25,1.2664977398876665
20,23,25,1.3847280460419777
21,23,25,0.3358834494177442
25,23,25,-0.823717496604344
26,23,25,-1.729309775903225
27,23,25,-0.6699677569550223
28,23,25,-1.3968487302293464
41,23,25,0.0452253936507298
42,23,25,0.6649276665242692
43,23,25,0.25561747288208353
44,23,25,0.4689026240138761
74,23,25,-0.11642767898935912
75,23,25,-0.6661854624079159
76,23,25,-0.986201632098737
77,23,25,-1.061246546219781
78,23,25,-1.5474971278258722
79,23,25,0.03048867406482326
17,24,25,-0.04339074601432217
18,24,25,-0.46453831448262217
19,24,25,0.2818766539025118
20,24,25,0.4186303657196009
21,24,25,-0.8158917160934067
22,24,25,-1.775382710636778
23,24,25,-1.71597772306763
24,24,25,-1.4203752373184295
25,24,25,-1.1979558453349939
26,24,25,-0.7639657379581355
42,24,25,0.8380718680378046
43,24,25,0.9130075704388991
44,24,25,0.40054433682627993
45,24,25,-0.3787150762962737
74,24,25,-0.5451512552535074
75,24,25,-1.2247583452900852
76,24,25,-1.1402834611322472
77,24,25,-1.5372127193620087
78,24,25,-2.333794484780956
79,24,25,-0.26393981052067683
80,24,25,-0.20419740489464075
16,25,25,-0.5745502490581572
17,25,25,-0.49486959448589424
18,25,25,0.6470946731249436
19,25,25,-0.10874119418999423
20,25,25,-0.9856169927370659
21,25,25,-0.906666905242336
22,25,25,-1.3439990952147824
23,25,25,-2.299610912525948
24,25,25,-1.7109548271447517
25,25,25,-1.775382710636778
42,25,25,0.7908231594653361
43,25,25,1.4349429400610987
44,25,25,0.1588066348034698
45,25,25,-0.2894232441249977
74,25,25,-0.08984145510876747
75,25,25,-1.5657880257665189
76,25,25,-1.6157749123760523
77,25,25,-0.7536567846667854
78,25,25,-0.1030021531154702
79,25,25,0.4329447360065481
80,25,25,0.15719136998510919
16,26,25,0.54724993723409
17,26,25,-0.20529901094471348
18,26,25,-0.3393952100104785
19,26,25,-0.7293177671662229
20,26,25,-2.008608067828672
21,26,25,-0.9443164528909673
22,26,25,-1.0568681071058432
23,26,25,-1.4262377919898968
24,26,25,-1.2606337371466234
42,26,25,1.0195233154210244
43,26,25,1.2972596866247166
44,26,25,0.22058853676660184
45,26,25,-1.441288498865311
46,26,25,-1.1005102300726421
74,26,25,0.7557196030268799
75,26,25,-0.04282606198554536
76,26,25,-0.9384197662250978
77,26,25,-0.713283354080142
78,26,25,-0.42840391021006663
79,26,25,-0.00849186309433949
80,26,25,-0.6124908857841347
14,27,25,1.5121106420019843
15,27,25,0.5306319609512423
16,27,25,-0.5926453333013433
17,27,25,-1.8220823987170254
18,27,25,-2.687695207913509
19,27,25,-0.7799643218401018
20,27,25,-0.8547772239909431
21,27,25,-1.6225129100818818
22,27,25,-1.4092039203214506
42,27,25,1.9377591945946384
43,27,25,0.7305789665304404
44,27,25,-0.8686492651122989
45,27,25,-0.7403628544919694
46,27,25,-2.411360047468415
47,27,25,-0.15668548418373274
48,27,25,0.5636188487096601
49,27,25,-0.0762176470754281
50,27,25,-0.2135087124368004
51,27,25,0.8373927794566353
73,27,25,2.312791540087984
74,27,25,1.4391453857790353
75,27,25,1.1875990098831177
76,27,25,0.6843403275092241
77,27,25,-0.5009035212857248
78,27,25,-1.4344168773238095
79,27,25,0.4206520584490573
14,28,25,0.782980549798026
15,28,25,-0.1259426755512261
16,28,25,-1.8595627234114092
17,28,25,-1.995000627662866
18,28,25,-1.6760173117338293
19,28,25,-0.8779028089165986
42,28,25,0.6199728245415681
43,28,25,-1.094672461398519
44,28,25,0.7454181531209736
45,28,25,1.7923263033939478
46,28,25,-0.6813847606691629
47,28,25,-0.8318511654183628
48,28,25,0.15756426598050405
49,28,25,-0.13521874763949515
50,28,25,0.2108726188517357
51,28,25,-1.1385955478926608
52,28,25,-3.0106473945162717
53,28,25,-0.153947009516725
71,28,25,0.8663827536807105
72,28,25,0.9195330085391713
73,28,25,1.3196100517796734
74,28,25,0.6174007350204913
75,28,25,-0.2782798518570507
76,28,25,-0.30858872636438983
77,28,25,-0.9693719439127795
78,28,25,-0.2192197869631817
79,28,25,1.231302257610978
13,29,25,0.05320563309830354
14,29,25,-0.8612998022684197
15,29,25,-1.7203978833034657
16,29,25,-2.4557566289445636
42,29,25,0.865462353897545
43,29,25,-0.35645965147338476
44,29,25,-0.05786130880370285
45,29,25,2.3316744624745938
46,29,25,0.6441841497973019
47,29,25,-0.20655901555102993
48,29,25,-1.7883523778339883
49,29,25,-1.7242054901282196
50,29,25,-1.2701931717329753
51,29,25,-1.561573633755819
52,29,25,-0.3846041281272169
53,29,25,0.17462574991812868
54,29,25,-0.04395563895368942
67,29,25,-0.21985574798209528
68,29,25,-0.5055940992705772
69,29,25,-0.5786873396098045
70,29,25,-0.13852424767690488
71,29,25,-0.47884924444148896
72,29,25,0.24032387855475193
73,29,25,0.6958923207129672
74,29,25,-0.21906084050931432
75,29,25,-0.6116400108973763
76,29,25,-1.338624680343488
77,29,25,-0.15851396733862103
78,29,25,0.8163944035777883
79,29,25,1.1635255229824335
80,29,25,0.752262378129569
13,30,25,-1.913313126515939
14,30,25,-1.560523184503164
15,30,25,-2.515124472077564
44,30,25,-1.8910498870360828
45,30,25,1.0457001389075362
46,30,25,0.8758961573305039
47,30,25,-0.7439093181341108
48,30,25,-0.9976648526994671
49,30,25,-0.6432948423021467
50,30,25,-0.6253235549301224
51,30,25,-0.8451909791193768
52,30,25,0.39569675438958485
53,30,25,-0.7172142107493316
